"COUNTRY","PRODUCT","YEAR","ANNUAL_VALUE"
"Colombia","Total exports",2019,0.094
"Colombia","Total exports",2020,0
"Colombia","Total exports",2021,0
"Colombia","Total exports",2022,48.176162
"Colombia","Total imports",2014,47
"Colombia","Total imports",2015,45
"Colombia","Total imports",2016,371.7
"Colombia","Total imports",2017,78.162
"Colombia","Total imports",2018,121.966999
"Colombia","Total imports",2019,311.879001
"Colombia","Total imports",2020,1301.589
"Colombia","Total imports",2021,457.492574
"Colombia","Total imports",2022,167.264061
"Colombia","Used for pumped storage",2018,0
"Colombia","Used for pumped storage",2019,0
"Colombia","Used for pumped storage",2020,0
"Colombia","Used for pumped storage",2021,0
"Colombia","Wind",2014,64.982
"Colombia","Wind",2015,60.917
"Colombia","Wind",2016,50.622
"Colombia","Wind",2017,3.049
"Colombia","Wind",2018,42.286
"Colombia","Wind",2019,61.626002
"Colombia","Wind",2020,9.807001
"Colombia","Wind",2021,58.006294
"Colombia","Wind",2022,69.609358
"Costa Rica","Combustible renewables",2021,191.123133
"Costa Rica","Combustible renewables",2022,134.98288
"Costa Rica","Distribution losses",2021,1051.869999
"Costa Rica","Distribution losses",2022,1140.10607
"Costa Rica","Electricity supplied",2021,11501.252005
"Costa Rica","Electricity supplied",2022,11793.905039
"Costa Rica","Electricity trade",2021,1002.747998
"Costa Rica","Electricity trade",2022,719.748713
"Costa Rica","Final consumption",2021,10449.381999
"Costa Rica","Final consumption",2022,10653.798971
"Costa Rica","Fossil fuels",2021,2.859837
"Costa Rica","Fossil fuels",2022,94.205109
"Costa Rica","Geothermal",2021,1465.027998
"Costa Rica","Geothermal",2022,1480.547109
"Costa Rica","Hydro",2021,9189.376002
"Costa Rica","Hydro",2022,9361.373581
"Costa Rica","Low carbon",2021,12501.140132
"Costa Rica","Low carbon",2022,12419.44864
"Costa Rica","Net electricity production",2021,12504.000003
"Costa Rica","Net electricity production",2022,12513.653752
"Costa Rica","Non-renewables",2021,2.859837
"Costa Rica","Non-renewables",2022,94.205109
"Costa Rica","Oil",2021,2.859837
"Costa Rica","Oil",2022,94.205109
"Costa Rica","Other renewables aggregated",2021,1656.151131
"Costa Rica","Other renewables aggregated",2022,1615.529989
"Costa Rica","Others",2021,2.859837
"Costa Rica","Others",2022,94.205109
"Costa Rica","Renewables",2021,12501.140132
"Costa Rica","Renewables",2022,12419.44864
"Costa Rica","Solar",2021,82.313001
"Costa Rica","Solar",2022,73.28461
"Costa Rica","Total combustible fuels",2021,193.983
"Costa Rica","Total combustible fuels",2022,229.18799
"Costa Rica","Total exports",2021,1009.041998
"Costa Rica","Total exports",2022,773.97928
"Costa Rica","Total imports",2021,6.294
"Costa Rica","Total imports",2022,54.230567
"Costa Rica","Wind",2021,1573.299998
"Costa Rica","Wind",2022,1369.26046
"Croatia","Coal",2015,2089.063
"Croatia","Coal",2016,2351.48
"Croatia","Coal",2017,1265.72
"Croatia","Coal",2018,1336.018573
"Croatia","Coal",2019,1510.597677
"Croatia","Coal",2020,1124.883272
"Croatia","Coal",2021,1351.226652
"Croatia","Coal",2022,1447.803149
"Croatia","Combustible renewables",2015,240.559
"Croatia","Combustible renewables",2016,390.405
"Croatia","Combustible renewables",2017,486.623
"Croatia","Combustible renewables",2018,614.480247
"Croatia","Combustible renewables",2019,809.386969
"Croatia","Combustible renewables",2020,905.441258
"Croatia","Combustible renewables",2021,1011.507878
"Croatia","Combustible renewables",2022,1054.949018
"Croatia","Distribution losses",2015,1802.002
"Croatia","Distribution losses",2016,1806.001
"Croatia","Distribution losses",2017,1791.822
"Croatia","Distribution losses",2018,1823.999999
"Croatia","Distribution losses",2019,1659
"Croatia","Distribution losses",2020,1725.000001
"Croatia","Distribution losses",2021,1681.042595
"Croatia","Distribution losses",2022,1822.564297
"Croatia","Electricity supplied",2015,17772.001
"Croatia","Electricity supplied",2016,17814.998
"Croatia","Electricity supplied",2017,18476.602
"Croatia","Electricity supplied",2018,18569.200001
"Croatia","Electricity supplied",2019,18383.099998
"Croatia","Electricity supplied",2020,17514.399999
"Croatia","Electricity supplied",2021,18518.321165
"Croatia","Electricity supplied",2022,18834.781103
"Croatia","Electricity trade",2015,-6789.001
"Croatia","Electricity trade",2016,-5530.997
"Croatia","Electricity trade",2017,-6953.703
"Croatia","Electricity trade",2018,-5387.6
"Croatia","Electricity trade",2019,-6132.999999
"Croatia","Electricity trade",2020,-4639.299999
"Croatia","Electricity trade",2021,-3829.803535
"Croatia","Electricity trade",2022,-4852.398749
"Croatia","Final consumption",2015,15734.001
"Croatia","Final consumption",2016,15714.999
"Croatia","Final consumption",2017,16398.577
"Croatia","Final consumption",2018,16625.199999
"Croatia","Final consumption",2019,16571.999998
"Croatia","Final consumption",2020,15705.071613
"Croatia","Final consumption",2021,0
"Croatia","Fossil fuels",2015,3371.443
"Croatia","Fossil fuels",2016,3850.593
"Croatia","Fossil fuels",2017,4321.377
"Croatia","Fossil fuels",2018,3464.11975
"Croatia","Fossil fuels",2019,3968.613027
"Croatia","Fossil fuels",2020,4337.658741
"Croatia","Fossil fuels",2021,4242.719826
"Croatia","Fossil fuels",2022,4948.671729
"Croatia","Geothermal",2018,1.400004
"Croatia","Geothermal",2019,73.8
"Croatia","Geothermal",2020,76.299998
"Croatia","Geothermal",2021,74.719568
"Croatia","Geothermal",2022,60.217026
"Croatia","Hydro",2015,6521.999
"Croatia","Hydro",2016,6966.999
"Croatia","Hydro",2017,5437.8
"Croatia","Hydro",2018,7697.1
"Croatia","Hydro",2019,5854.099999
"Croatia","Hydro",2020,5747.6
"Croatia","Hydro",2021,7204.651891
"Croatia","Hydro",2022,5467.88614
"Croatia","Low carbon",2015,7611.559
"Croatia","Low carbon",2016,8433.404
"Croatia","Low carbon",2017,7201.522
"Croatia","Low carbon",2018,9717.480248
"Croatia","Low carbon",2019,8281.486968
"Croatia","Low carbon",2020,8537.441257
"Croatia","Low carbon",2021,10445.7978
"Croatia","Low carbon",2022,9033.710625
"Croatia","Natural gas",2015,1082.516
"Croatia","Natural gas",2016,1436.613
"Croatia","Natural gas",2017,2860.952
"Croatia","Natural gas",2018,2065.098788
"Croatia","Natural gas",2019,2422.8166
"Croatia","Natural gas",2020,3181.029955
"Croatia","Natural gas",2021,2877.06034
"Croatia","Natural gas",2022,3218.820833
"Croatia","Net electricity production",2015,10983
"Croatia","Net electricity production",2016,12284.001
"Croatia","Net electricity production",2017,11522.899
"Croatia","Net electricity production",2018,13181.600001
"Croatia","Net electricity production",2019,12250.099999
"Croatia","Net electricity production",2020,12875.1
"Croatia","Net electricity production",2021,14688.51763
"Croatia","Net electricity production",2022,13982.382354
"Croatia","Non-renewables",2015,3371.443
"Croatia","Non-renewables",2016,3850.593
"Croatia","Non-renewables",2017,4321.377
"Croatia","Non-renewables",2018,3464.11975
"Croatia","Non-renewables",2019,3968.613027
"Croatia","Non-renewables",2020,4337.658741
"Croatia","Non-renewables",2021,4242.719826
"Croatia","Non-renewables",2022,4948.671729
"Croatia","Not specified",2018,0
"Croatia","Not specified",2019,0
"Croatia","Not specified",2020,0
"Croatia","Not specified",2021,0
"Croatia","Nuclear",2018,0
"Croatia","Nuclear",2019,0
"Croatia","Nuclear",2020,0
"Croatia","Nuclear",2021,0
"Croatia","Oil",2015,199.864
"Croatia","Oil",2016,52.98
"Croatia","Oil",2017,185.805
"Croatia","Oil",2018,63.002389
"Croatia","Oil",2019,35.19875
"Croatia","Oil",2020,31.745514
"Croatia","Oil",2021,14.432834
"Croatia","Oil",2022,282.047747
"Croatia","Other combustible non-renewables",2018,0
"Croatia","Other combustible non-renewables",2019,0
"Croatia","Other combustible non-renewables",2020,0
"Croatia","Other combustible non-renewables",2021,0
"Croatia","Other renewables",2018,0
"Croatia","Other renewables",2019,0
"Croatia","Other renewables",2020,0
"Croatia","Other renewables",2021,0
"Croatia","Other renewables aggregated",2015,240.559
"Croatia","Other renewables aggregated",2016,390.405
"Croatia","Other renewables aggregated",2017,486.623
"Croatia","Other renewables aggregated",2018,615.880251
"Croatia","Other renewables aggregated",2019,883.186969
"Croatia","Other renewables aggregated",2020,981.741256
"Croatia","Other renewables aggregated",2021,1086.227446
"Croatia","Other renewables aggregated",2022,1115.166044
"Croatia","Others",2015,199.864
"Croatia","Others",2016,52.98
"Croatia","Others",2017,185.805
"Croatia","Others",2018,63.002389
"Croatia","Others",2019,35.19875
"Croatia","Others",2020,31.745514
"Croatia","Others",2021,14.432834
"Croatia","Others",2022,282.047747
"Croatia","Renewables",2015,7611.559
"Croatia","Renewables",2016,8433.404
"Croatia","Renewables",2017,7201.522
"Croatia","Renewables",2018,9717.480248
"Croatia","Renewables",2019,8281.486968
"Croatia","Renewables",2020,8537.441257
"Croatia","Renewables",2021,10445.7978
"Croatia","Renewables",2022,9033.710625
"Croatia","Solar",2015,54.75
"Croatia","Solar",2016,66
"Croatia","Solar",2017,70.458
"Croatia","Solar",2018,69.259198
"Croatia","Solar",2019,82.899999
"Croatia","Solar",2020,95.300002
"Croatia","Solar",2021,97.089744
"Croatia","Solar",2022,158.896689
"Croatia","Total combustible fuels",2015,3611.998
"Croatia","Total combustible fuels",2016,4241
"Croatia","Total combustible fuels",2017,4808.002
"Croatia","Total combustible fuels",2018,4078.599999
"Croatia","Total combustible fuels",2019,4778
"Croatia","Total combustible fuels",2020,5243.1
"Croatia","Total combustible fuels",2021,5254.227707
"Croatia","Total combustible fuels",2022,6003.620745
"Croatia","Total exports",2015,6368.999
"Croatia","Total exports",2016,6867.001
"Croatia","Total exports",2017,5204.198
"Croatia","Total exports",2018,7305.799999
"Croatia","Total exports",2019,5267.8
"Croatia","Total exports",2020,5851.7
"Croatia","Total exports",2021,7515.818014
"Croatia","Total exports",2022,7234.659241
"Croatia","Total imports",2015,13158
"Croatia","Total imports",2016,12397.998
"Croatia","Total imports",2017,12157.901
"Croatia","Total imports",2018,12693.399999
"Croatia","Total imports",2019,11400.799999
"Croatia","Total imports",2020,10490.999999
"Croatia","Total imports",2021,11345.621549
"Croatia","Total imports",2022,12087.05799
"Croatia","Used for pumped storage",2015,177
"Croatia","Used for pumped storage",2016,282.811
"Croatia","Used for pumped storage",2017,245.731
"Croatia","Used for pumped storage",2018,120.000001
"Croatia","Used for pumped storage",2019,152.1
"Croatia","Used for pumped storage",2020,211.4
"Croatia","Used for pumped storage",2021,150.622477
"Croatia","Used for pumped storage",2022,157.485013
"Croatia","Wind",2015,792.001
"Croatia","Wind",2016,1010
"Croatia","Wind",2017,1198.401
"Croatia","Wind",2018,1329.599999
"Croatia","Wind",2019,1461.300001
"Croatia","Wind",2020,1712.799999
"Croatia","Wind",2021,2057.828719
"Croatia","Wind",2022,2291.761752
"Cyprus","Coal",2018,0
"Cyprus","Coal",2019,0
"Cyprus","Coal",2020,0
"Cyprus","Coal",2021,0
"Cyprus","Combustible renewables",2015,42.678
"Cyprus","Combustible renewables",2016,45.384
"Cyprus","Combustible renewables",2017,32.607
"Cyprus","Combustible renewables",2018,48.770054
"Cyprus","Combustible renewables",2019,55.104735
"Cyprus","Combustible renewables",2020,57.842892
"Cyprus","Combustible renewables",2021,56.583256
"Cyprus","Combustible renewables",2022,52.74365
"Cyprus","Distribution losses",2015,215.001
"Cyprus","Distribution losses",2016,263
"Cyprus","Distribution losses",2017,228.331
"Cyprus","Distribution losses",2018,158.187
"Cyprus","Distribution losses",2019,183.897001
"Cyprus","Distribution losses",2020,177.219895
"Cyprus","Distribution losses",2021,0
"Cyprus","Distribution losses",2022,0
"Cyprus","Electricity supplied",2015,4313.516
"Cyprus","Electricity supplied",2016,4667.638
"Cyprus","Electricity supplied",2017,4778.279
"Cyprus","Electricity supplied",2018,4827.281
"Cyprus","Electricity supplied",2019,4913.788
"Cyprus","Electricity supplied",2020,4650.316999
"Cyprus","Electricity supplied",2021,4821.839574
"Cyprus","Electricity supplied",2022,5015.296707
"Cyprus","Electricity trade",2015,0
"Cyprus","Electricity trade",2018,0
"Cyprus","Electricity trade",2019,0
"Cyprus","Electricity trade",2020,0
"Cyprus","Electricity trade",2021,0
"Cyprus","Final consumption",2015,4098.517
"Cyprus","Final consumption",2016,4404.638
"Cyprus","Final consumption",2017,4549.947
"Cyprus","Final consumption",2018,4669.094001
"Cyprus","Final consumption",2019,4729.891
"Cyprus","Final consumption",2020,4558.15366
"Cyprus","Final consumption",2021,0
"Cyprus","Fossil fuels",2015,3916.693
"Cyprus","Fossil fuels",2016,4245.534
"Cyprus","Fossil fuels",2017,4345.599
"Cyprus","Fossil fuels",2018,4352.712548
"Cyprus","Fossil fuels",2019,4401.851265
"Cyprus","Fossil fuels",2020,4056.458108
"Cyprus","Fossil fuels",2021,4100.2433
"Cyprus","Fossil fuels",2022,4134.690123
"Cyprus","Geothermal",2018,0
"Cyprus","Geothermal",2019,0
"Cyprus","Geothermal",2020,0
"Cyprus","Geothermal",2021,0
"Cyprus","Hydro",2018,0
"Cyprus","Hydro",2019,0
"Cyprus","Hydro",2020,0
"Cyprus","Hydro",2021,0
"Cyprus","Low carbon",2015,396.823
"Cyprus","Low carbon",2016,422.103
"Cyprus","Low carbon",2017,432.677
"Cyprus","Low carbon",2018,474.568456
"Cyprus","Low carbon",2019,511.936738
"Cyprus","Low carbon",2020,593.858892
"Cyprus","Low carbon",2021,721.596273
"Cyprus","Low carbon",2022,880.606586
"Cyprus","Natural gas",2018,0
"Cyprus","Natural gas",2019,0
"Cyprus","Natural gas",2020,0
"Cyprus","Natural gas",2021,0
"Cyprus","Net electricity production",2015,4313.516
"Cyprus","Net electricity production",2016,4667.638
"Cyprus","Net electricity production",2017,4778.279
"Cyprus","Net electricity production",2018,4827.281
"Cyprus","Net electricity production",2019,4913.788
"Cyprus","Net electricity production",2020,4650.316999
"Cyprus","Net electricity production",2021,4821.839574
"Cyprus","Net electricity production",2022,5015.296707
"Cyprus","Non-renewables",2015,3916.693
"Cyprus","Non-renewables",2016,4245.534
"Cyprus","Non-renewables",2017,4345.599
"Cyprus","Non-renewables",2018,4352.712548
"Cyprus","Non-renewables",2019,4401.851265
"Cyprus","Non-renewables",2020,4056.458108
"Cyprus","Non-renewables",2021,4100.2433
"Cyprus","Non-renewables",2022,4134.690123
"Cyprus","Not specified",2018,0
"Cyprus","Not specified",2019,0
"Cyprus","Not specified",2020,0
"Cyprus","Not specified",2021,0
"Cyprus","Nuclear",2018,0
"Cyprus","Nuclear",2019,0
"Cyprus","Nuclear",2020,0
"Cyprus","Nuclear",2021,0
"Cyprus","Oil",2015,3916.693
"Cyprus","Oil",2016,4245.534
"Cyprus","Oil",2017,4345.599
"Cyprus","Oil",2018,4352.712548
"Cyprus","Oil",2019,4401.851265
"Cyprus","Oil",2020,4056.458108
"Cyprus","Oil",2021,4100.2433
"Cyprus","Oil",2022,4134.690123
"Cyprus","Other combustible non-renewables",2018,0
"Cyprus","Other combustible non-renewables",2019,0
"Cyprus","Other combustible non-renewables",2020,0
"Cyprus","Other combustible non-renewables",2021,0
"Cyprus","Other renewables",2018,0
"Cyprus","Other renewables",2019,0
"Cyprus","Other renewables",2020,0
"Cyprus","Other renewables",2021,0
"Cyprus","Other renewables aggregated",2015,42.678
"Cyprus","Other renewables aggregated",2016,45.384
"Cyprus","Other renewables aggregated",2017,32.607
"Cyprus","Other renewables aggregated",2018,48.770054
"Cyprus","Other renewables aggregated",2019,55.104735
"Cyprus","Other renewables aggregated",2020,57.842892
"Cyprus","Other renewables aggregated",2021,56.583256
"Cyprus","Other renewables aggregated",2022,52.74365
"Cyprus","Others",2015,3916.693
"Cyprus","Others",2016,4245.534
"Cyprus","Others",2017,4345.599
"Cyprus","Others",2018,4352.712548
"Cyprus","Others",2019,4401.851265
"Cyprus","Others",2020,4056.458108
"Cyprus","Others",2021,4100.2433
"Cyprus","Others",2022,4134.690123
"Cyprus","Renewables",2015,396.823
"Cyprus","Renewables",2016,422.103
"Cyprus","Renewables",2017,432.677
"Cyprus","Renewables",2018,474.568456
"Cyprus","Renewables",2019,511.936738
"Cyprus","Renewables",2020,593.858892
"Cyprus","Renewables",2021,721.596273
"Cyprus","Renewables",2022,880.606586
"Cyprus","Solar",2015,95.539
"Cyprus","Solar",2016,134.668
"Cyprus","Solar",2017,172.014
"Cyprus","Solar",2018,199.493001
"Cyprus","Solar",2019,218.267001
"Cyprus","Solar",2020,295.608001
"Cyprus","Solar",2021,421.156893
"Cyprus","Solar",2022,603.597936
"Cyprus","Total combustible fuels",2015,3964.999
"Cyprus","Total combustible fuels",2016,4294.999
"Cyprus","Total combustible fuels",2017,4394.819
"Cyprus","Total combustible fuels",2018,4406.747999
"Cyprus","Total combustible fuels",2019,4456.956
"Cyprus","Total combustible fuels",2020,4114.300998
"Cyprus","Total combustible fuels",2021,4156.826556
"Cyprus","Total combustible fuels",2022,4187.43377
"Cyprus","Total exports",2015,0
"Cyprus","Total exports",2018,0
"Cyprus","Total exports",2019,0
"Cyprus","Total exports",2020,0
"Cyprus","Total exports",2021,0
"Cyprus","Total imports",2018,0
"Cyprus","Total imports",2019,0
"Cyprus","Total imports",2020,0
"Cyprus","Total imports",2021,0
"Cyprus","Used for pumped storage",2018,0
"Cyprus","Used for pumped storage",2019,0
"Cyprus","Used for pumped storage",2020,0
"Cyprus","Used for pumped storage",2021,0
"Cyprus","Wind",2015,221.856
"Cyprus","Wind",2016,226.701
"Cyprus","Wind",2017,211.446
"Cyprus","Wind",2018,221.040001
"Cyprus","Wind",2019,238.565002
"Cyprus","Wind",2020,240.407999
"Cyprus","Wind",2021,243.856124
"Cyprus","Wind",2022,224.265
"Czech Republic","Coal",2010,44230.318
"Czech Republic","Coal",2011,44140.165
"Czech Republic","Coal",2012,41748.293
"Czech Republic","Coal",2013,39045.809
"Czech Republic","Coal",2014,38947.465
"Czech Republic","Coal",2015,39202.019
"Czech Republic","Coal",2016,40064.542
"Czech Republic","Coal",2017,39318.037
"Czech Republic","Coal",2018,39065.597889
"Czech Republic","Coal",2019,35406.226958
"Czech Republic","Coal",2020,29268.035646
"Czech Republic","Coal",2021,31132.094595
"Czech Republic","Coal",2022,33759.485982
"Czech Republic","Combustible renewables",2010,1922.554
"Czech Republic","Combustible renewables",2011,2411.876
"Czech Republic","Combustible renewables",2012,3022.172
"Czech Republic","Combustible renewables",2013,3627.579
"Czech Republic","Combustible renewables",2014,4172.016
"Czech Republic","Combustible renewables",2015,4283.543
"Czech Republic","Combustible renewables",2016,4268.429
"Czech Republic","Combustible renewables",2017,4446.002
"Czech Republic","Combustible renewables",2018,4329.032938
"Czech Republic","Combustible renewables",2019,4516.006876
"Czech Republic","Combustible renewables",2020,4669.472082
"Czech Republic","Combustible renewables",2021,4820.508951
"Czech Republic","Combustible renewables",2022,4872.954693
"Czech Republic","Distribution losses",2010,4465.999
"Czech Republic","Distribution losses",2011,4405
"Czech Republic","Distribution losses",2012,4187
"Czech Republic","Distribution losses",2013,4097.999
"Czech Republic","Distribution losses",2014,3847
"Czech Republic","Distribution losses",2015,4066.999
"Czech Republic","Distribution losses",2016,4080
"Czech Republic","Distribution losses",2017,4374.745
"Czech Republic","Distribution losses",2018,4269.382998
"Czech Republic","Distribution losses",2019,4299.969249
"Czech Republic","Distribution losses",2020,4169.640071
"Czech Republic","Distribution losses",2021,3744.729282
"Czech Republic","Distribution losses",2022,3414.30695
"Czech Republic","Electricity supplied",2010,63354.003
"Czech Republic","Electricity supplied",2011,62864
"Czech Republic","Electricity supplied",2012,63188.999
"Czech Republic","Electricity supplied",2013,62890.004
"Czech Republic","Electricity supplied",2014,62816
"Czech Republic","Electricity supplied",2015,64401
"Czech Republic","Electricity supplied",2016,65424.442
"Czech Republic","Electricity supplied",2017,66848.828
"Czech Republic","Electricity supplied",2018,66954.048004
"Czech Republic","Electricity supplied",2019,67019.828355
"Czech Republic","Electricity supplied",2020,64914.414811
"Czech Republic","Electricity supplied",2021,67105.273929
"Czech Republic","Electricity supplied",2022,64705.419937
"Czech Republic","Electricity trade",2010,14948
"Czech Republic","Electricity trade",2011,17044.001
"Czech Republic","Electricity trade",2012,17120.001
"Czech Republic","Electricity trade",2013,16886.998
"Czech Republic","Electricity trade",2014,16300
"Czech Republic","Electricity trade",2015,12514.998
"Czech Republic","Electricity trade",2016,10974.002
"Czech Republic","Electricity trade",2017,13036.937
"Czech Republic","Electricity trade",2018,13907.092997
"Czech Republic","Electricity trade",2019,13096.604647
"Czech Republic","Electricity trade",2020,10152.860188
"Czech Republic","Electricity trade",2021,11075.266386
"Czech Republic","Electricity trade",2022,13528.835133
"Czech Republic","Final consumption",2010,58093.776
"Czech Republic","Final consumption",2011,57515.021
"Czech Republic","Final consumption",2012,58020.191
"Czech Republic","Final consumption",2013,57575.676
"Czech Republic","Final consumption",2014,57605.999
"Czech Republic","Final consumption",2015,58674
"Czech Republic","Final consumption",2016,59774.444
"Czech Republic","Final consumption",2017,60943.617
"Czech Republic","Final consumption",2018,61322.842
"Czech Republic","Final consumption",2019,61224.14239
"Czech Republic","Final consumption",2020,59060.001745
"Czech Republic","Final consumption",2021,61786.807063
"Czech Republic","Final consumption",2022,60022.056358
"Czech Republic","Fossil fuels",2010,45720.443
"Czech Republic","Fossil fuels",2011,45679.121
"Czech Republic","Fossil fuels",2012,43303.823
"Czech Republic","Fossil fuels",2013,41050.425
"Czech Republic","Fossil fuels",2014,40793.984
"Czech Republic","Fossil fuels",2015,41452.456
"Czech Republic","Fossil fuels",2016,43635.57
"Czech Republic","Fossil fuels",2017,42896.104
"Czech Republic","Fossil fuels",2018,42708.344061
"Czech Republic","Fossil fuels",2019,40895.457125
"Czech Republic","Fossil fuels",2020,35667.901917
"Czech Republic","Fossil fuels",2021,37954.046606
"Czech Republic","Fossil fuels",2022,37912.892148
"Czech Republic","Geothermal",2018,0
"Czech Republic","Geothermal",2019,0
"Czech Republic","Geothermal",2020,0
"Czech Republic","Geothermal",2021,0
"Czech Republic","Hydro",2010,3366
"Czech Republic","Hydro",2011,2651
"Czech Republic","Hydro",2012,2838.001
"Czech Republic","Hydro",2013,3607.999
"Czech Republic","Hydro",2014,2943.999
"Czech Republic","Hydro",2015,3037.999
"Czech Republic","Hydro",2016,3169.037
"Czech Republic","Hydro",2017,3007.404
"Czech Republic","Hydro",2018,2651.817999
"Czech Republic","Hydro",2019,3143.465999
"Czech Republic","Hydro",2020,3402.786999
"Czech Republic","Hydro",2021,3585.832713
"Czech Republic","Hydro",2022,3053.225906
"Czech Republic","Low carbon",2010,32659.558
"Czech Republic","Low carbon",2011,34307.875
"Czech Republic","Low carbon",2012,37075.169
"Czech Republic","Low carbon",2013,38794.582
"Czech Republic","Low carbon",2014,38397.016
"Czech Republic","Low carbon",2015,35535.545
"Czech Republic","Low carbon",2016,32849.874
"Czech Republic","Low carbon",2017,37085.139
"Czech Republic","Low carbon",2018,38263.911941
"Czech Republic","Low carbon",2019,39331.100874
"Czech Republic","Low carbon",2020,39502.846082
"Czech Republic","Low carbon",2021,40349.411356
"Czech Republic","Low carbon",2022,40438.893096
"Czech Republic","Natural gas",2010,1211.156
"Czech Republic","Natural gas",2011,1245.156
"Czech Republic","Natural gas",2012,1325.955
"Czech Republic","Natural gas",2013,1808.877
"Czech Republic","Natural gas",2014,1615.84
"Czech Republic","Natural gas",2015,2024.622
"Czech Republic","Natural gas",2016,3329.662
"Czech Republic","Natural gas",2017,3293.495
"Czech Republic","Natural gas",2018,3362.666049
"Czech Republic","Natural gas",2019,5197.177349
"Czech Republic","Natural gas",2020,6132.213847
"Czech Republic","Natural gas",2021,6518.809439
"Czech Republic","Natural gas",2022,3870.012088
"Czech Republic","Net electricity production",2010,78302.003
"Czech Republic","Net electricity production",2011,79908.001
"Czech Republic","Net electricity production",2012,80309
"Czech Republic","Net electricity production",2013,79777.002
"Czech Republic","Net electricity production",2014,79116
"Czech Republic","Net electricity production",2015,76915.998
"Czech Republic","Net electricity production",2016,76398.444
"Czech Republic","Net electricity production",2017,79885.765
"Czech Republic","Net electricity production",2018,80861.141001
"Czech Republic","Net electricity production",2019,80116.433002
"Czech Republic","Net electricity production",2020,75067.274999
"Czech Republic","Net electricity production",2021,78180.540315
"Czech Republic","Net electricity production",2022,78234.25507
"Czech Republic","Non-renewables",2010,72066.446
"Czech Republic","Non-renewables",2011,72281.123
"Czech Republic","Non-renewables",2012,71906.823
"Czech Republic","Non-renewables",2013,70051.425
"Czech Republic","Non-renewables",2014,69426.984
"Czech Republic","Non-renewables",2015,66787.457
"Czech Republic","Non-renewables",2016,66362.569
"Czech Republic","Non-renewables",2017,69681.704
"Czech Republic","Non-renewables",2018,70960.883064
"Czech Republic","Non-renewables",2019,69474.808125
"Czech Republic","Non-renewables",2020,64037.586918
"Czech Republic","Non-renewables",2021,66996.006463
"Czech Republic","Non-renewables",2022,67221.320055
"Czech Republic","Not specified",2010,0
"Czech Republic","Not specified",2011,78.996
"Czech Republic","Not specified",2012,69.996
"Czech Republic","Not specified",2013,68.004
"Czech Republic","Not specified",2014,60.121
"Czech Republic","Not specified",2015,67.251
"Czech Republic","Not specified",2016,63.87
"Czech Republic","Not specified",2017,95.478
"Czech Republic","Not specified",2018,111.115001
"Czech Republic","Not specified",2019,110.124999
"Czech Republic","Not specified",2020,103.473001
"Czech Republic","Not specified",2021,122.917644
"Czech Republic","Not specified",2022,117.530172
"Czech Republic","Nuclear",2010,26346.003
"Czech Republic","Nuclear",2011,26602.002
"Czech Republic","Nuclear",2012,28603
"Czech Republic","Nuclear",2013,29001
"Czech Republic","Nuclear",2014,28633
"Czech Republic","Nuclear",2015,25335.001
"Czech Republic","Nuclear",2016,22726.999
"Czech Republic","Nuclear",2017,26785.6
"Czech Republic","Nuclear",2018,28252.539003
"Czech Republic","Nuclear",2019,28579.351
"Czech Republic","Nuclear",2020,28369.685001
"Czech Republic","Nuclear",2021,29041.959857
"Czech Republic","Nuclear",2022,29308.427907
"Czech Republic","Oil",2010,176.959
"Czech Republic","Oil",2011,155.087
"Czech Republic","Oil",2012,98.616
"Czech Republic","Oil",2013,58.808
"Czech Republic","Oil",2014,83.554
"Czech Republic","Oil",2015,70.481
"Czech Republic","Oil",2016,78.527
"Czech Republic","Oil",2017,106.856
"Czech Republic","Oil",2018,96.690214
"Czech Republic","Oil",2019,105.935859
"Czech Republic","Oil",2020,80.132753
"Czech Republic","Oil",2021,89.407836
"Czech Republic","Oil",2022,72.496143
"Czech Republic","Other combustible non-renewables",2010,21.66
"Czech Republic","Other combustible non-renewables",2011,54.917
"Czech Republic","Other combustible non-renewables",2012,58.273
"Czech Republic","Other combustible non-renewables",2013,57.167
"Czech Republic","Other combustible non-renewables",2014,36.864
"Czech Republic","Other combustible non-renewables",2015,64.723
"Czech Republic","Other combustible non-renewables",2016,71.799
"Czech Republic","Other combustible non-renewables",2017,75.768
"Czech Republic","Other combustible non-renewables",2018,72.274908
"Czech Republic","Other combustible non-renewables",2019,75.99196
"Czech Republic","Other combustible non-renewables",2020,84.04667
"Czech Republic","Other combustible non-renewables",2021,84.057092
"Czech Republic","Other combustible non-renewables",2022,93.367763
"Czech Republic","Other renewables",2018,0
"Czech Republic","Other renewables",2019,0
"Czech Republic","Other renewables",2020,0
"Czech Republic","Other renewables",2021,0
"Czech Republic","Other renewables aggregated",2010,1922.554
"Czech Republic","Other renewables aggregated",2011,2411.876
"Czech Republic","Other renewables aggregated",2012,3022.172
"Czech Republic","Other renewables aggregated",2013,3627.579
"Czech Republic","Other renewables aggregated",2014,4172.016
"Czech Republic","Other renewables aggregated",2015,4283.543
"Czech Republic","Other renewables aggregated",2016,4268.429
"Czech Republic","Other renewables aggregated",2017,4446.002
"Czech Republic","Other renewables aggregated",2018,4329.032938
"Czech Republic","Other renewables aggregated",2019,4516.006876
"Czech Republic","Other renewables aggregated",2020,4669.472082
"Czech Republic","Other renewables aggregated",2021,4820.508951
